no,id,group,firstParti,sndParti,gender,age,residentArea,maritalStatus,children,occupation,education,covidInfecRecord,vaccRecord1stSurvey,vaccReservation,device,start_time,end_time,time
9073,DVxsOKK43QnD,5,,,1,62,2,2,1,6,6,2,3,1,5,2021-08-29 14:51:21,2021-08-29 14:52:20,1
9074,d9JNBLIXlPwU,12,,,2,72,23,2,1,12,2,2,3,1,2,2021-08-29 14:51:26,2021-08-29 14:52:40,1
9131,gGXUFb3vRpNj,9,,,2,42,4,3,2,11,2,2,3,1,1,2021-08-29 14:55:05,2021-08-29 14:55:58,1
9303,cBLzrWritiPQ,11,,,2,60,19,2,1,12,2,2,3,1,1,2021-08-29 15:05:56,2021-08-29 15:06:58,1
9375,7i4ZFs4gKChT,6,,,1,70,10,3,1,14,2,2,3,1,4,2021-08-29 15:09:50,2021-08-29 15:10:55,1
9471,Yl22RaeIKWfQ,12,,,2,71,23,1,2,14,2,2,3,1,1,2021-08-29 15:16:45,2021-08-29 15:18:11,1
9542,cU1dcD5qohAM,6,,,1,79,11,2,1,14,2,2,3,1,5,2021-08-29 15:21:06,2021-08-29 15:22:22,1
9565,a81AvpezieOq,12,,,2,76,24,2,1,12,6,2,3,1,4,2021-08-29 15:22:29,2021-08-29 15:24:10,2
9576,pN4WG1LRpt38,5,,,1,60,8,2,1,11,4,2,3,1,1,2021-08-29 15:23:14,2021-08-29 15:24:11,1
9586,8HHlpKcwfePL,6,,,1,73,4,2,1,14,6,2,3,1,1,2021-08-29 15:23:49,2021-08-29 15:25:20,2
9599,UlXPyRrKo6Vo,12,,,2,72,12,2,1,12,3,2,3,1,4,2021-08-29 15:24:59,2021-08-29 15:25:52,1
9660,XDnncHeLKzHl,7,,,2,23,23,1,2,14,1,2,3,1,5,2021-08-29 15:29:42,2021-08-29 15:30:16,1
9777,yroANzWTL85k,12,,,2,74,28,2,1,14,5,2,3,1,4,2021-08-29 15:36:25,2021-08-29 15:37:24,1
9802,13dBpmkBsrLO,11,,,2,60,37,2,1,12,2,2,3,1,4,2021-08-29 15:37:47,2021-08-29 15:38:40,1
9933,osXj9BAZRbhz,6,,,1,73,28,3,1,14,2,2,3,1,5,2021-08-29 15:45:21,2021-08-29 15:46:38,1
10114,Vyq9tF4nctN3,6,,,1,73,20,2,1,11,1,2,3,1,1,2021-08-29 15:55:31,2021-08-29 15:56:33,1
10376,GhWfihqoVEJx,10,,,2,54,4,3,1,11,5,2,3,1,1,2021-08-29 16:09:51,2021-08-29 16:10:55,1
10597,CobYolFPgEDT,11,,,2,63,15,2,1,12,2,2,3,1,1,2021-08-29 16:23:01,2021-08-29 16:23:59,1
10626,UJtZTjGVLpfC,11,,,2,62,20,2,1,11,2,2,3,1,4,2021-08-29 16:24:56,2021-08-29 16:25:45,1
10674,TGy7e1ayhlOG,5,,,1,63,14,2,2,3,6,2,3,1,5,2021-08-29 16:28:16,2021-08-29 16:29:05,1
10951,w3Turnu1ysuW,11,,,2,63,27,1,2,14,4,2,3,1,4,2021-08-29 16:41:57,2021-08-29 16:42:58,1
10967,Q3CKnWuItrre,6,,,1,74,28,3,1,14,2,2,3,1,5,2021-08-29 16:42:47,2021-08-29 16:43:41,1
11040,TFCOKMcccRDF,11,,,2,61,23,2,1,6,6,2,3,1,1,2021-08-29 16:47:04,2021-08-29 16:48:36,2
11066,jBesrNTWCGEP,2,,,1,36,15,1,2,11,6,2,3,1,1,2021-08-29 16:48:08,2021-08-29 16:48:54,1
11215,JWCVaaagLCaw,12,,,2,70,14,2,1,14,2,2,3,1,1,2021-08-29 16:56:56,2021-08-29 16:57:46,1
11349,udepF49Wjxct,12,,,2,71,38,2,1,12,6,2,3,1,4,2021-08-29 17:04:48,2021-08-29 17:05:45,1
11527,IapAHwIRJVvl,5,,,1,64,1,2,1,4,6,2,3,1,4,2021-08-29 17:15:53,2021-08-29 17:16:40,1
11620,9TXbbqkpxHzF,6,,,1,74,14,3,1,14,2,2,3,1,5,2021-08-29 17:22:19,2021-08-29 17:23:18,1
11692,F93wCn6c5XDx,11,,,2,64,2,3,1,14,4,2,3,1,4,2021-08-29 17:26:28,2021-08-29 17:28:18,2
11717,67S6o42MUsGK,6,,,1,78,4,2,1,14,2,2,3,1,4,2021-08-29 17:27:57,2021-08-29 17:29:38,2
11774,11GJ7DzIIqXw,6,,,1,72,42,2,1,14,2,2,3,1,4,2021-08-29 17:31:33,2021-08-29 17:32:43,1
11787,LT0wYrAYN3IC,5,,,1,63,16,2,1,5,6,2,3,1,1,2021-08-29 17:32:24,2021-08-29 17:33:38,1
12114,J3Md6J0KJ3G9,11,,,2,63,14,2,2,3,6,2,3,1,5,2021-08-29 17:54:28,2021-08-29 17:55:48,1
12124,zJqs6khT3k1G,6,,,1,79,28,2,1,14,3,2,3,1,3,2021-08-29 17:55:17,2021-08-29 17:56:59,2
12128,vbRcZCEuY9YO,12,,,2,70,5,2,1,3,2,2,3,1,1,2021-08-29 17:55:32,2021-08-29 17:57:56,2
12237,dqqXiMclE3eD,6,,,1,73,1,3,1,14,2,2,3,1,4,2021-08-29 18:03:27,2021-08-29 18:05:48,2
12266,cIlxDEJZstdL,10,,,2,52,13,2,1,12,6,2,3,1,4,2021-08-29 18:05:29,2021-08-29 18:06:50,1
12399,oqJonYx5PjbW,11,,,2,60,12,3,1,11,6,2,3,1,4,2021-08-29 18:14:50,2021-08-29 18:15:59,1
12415,uLYA6P9Pa6X6,5,,,1,64,20,2,1,1,6,2,3,1,5,2021-08-29 18:17:24,2021-08-29 18:18:01,1
12449,pSc0CoTuLWBR,6,,,1,70,27,2,1,6,2,2,3,1,1,2021-08-29 18:19:19,2021-08-29 18:20:29,1
12562,W1XAF8mk0dz2,6,,,1,70,11,2,1,11,6,2,3,1,5,2021-08-29 18:28:50,2021-08-29 18:29:37,1
13043,cyEOWZtrzhFn,12,,,2,72,21,3,1,14,2,2,3,1,4,2021-08-29 19:01:35,2021-08-29 19:02:39,1
13280,SLRB2vpGDhVu,6,,,1,70,14,2,1,5,6,2,3,1,4,2021-08-29 19:20:33,2021-08-29 19:22:40,2
13415,ju11XBOI8pFC,6,,,1,70,27,1,2,6,2,2,3,1,5,2021-08-29 19:32:16,2021-08-29 19:33:11,1
13621,17fOZlo7RAOi,11,,,2,64,28,2,2,7,6,2,3,1,2,2021-08-29 19:50:15,2021-08-29 19:51:29,1
13681,KeMzGyeA8euL,5,,,1,63,15,2,1,5,3,2,3,1,5,2021-08-29 19:53:50,2021-08-29 19:54:48,1
13812,tDShwo0bO2pt,5,,,1,67,23,2,1,6,2,2,3,1,2,2021-08-29 20:03:10,2021-08-29 20:05:26,2
13820,ozf1MwmsQWqt,5,,,1,66,13,1,2,5,2,2,3,1,4,2021-08-29 20:03:24,2021-08-29 20:04:33,1
13948,lszbli6Jnn6d,7,,,2,25,17,1,2,14,8,2,3,1,6,2021-08-29 20:10:21,2021-08-29 20:11:05,1
14017,L8R4GckbqCcb,5,,,1,62,12,2,2,1,2,2,3,1,1,2021-08-29 20:13:50,2021-08-29 20:14:47,1
14023,UWdPbaXdA8ET,5,,,1,60,26,2,1,1,2,2,3,1,5,2021-08-29 20:14:13,2021-08-29 20:16:20,2
14086,zOzxAIkTT5ld,6,,,1,70,13,2,1,14,2,2,3,1,1,2021-08-29 20:18:19,2021-08-29 20:19:25,1
14428,WIDV09Sk0ckh,5,,,1,60,15,1,2,14,2,2,3,1,1,2021-08-29 20:45:57,2021-08-29 20:47:09,1
14454,cpJgyGdoG5ba,6,,,1,72,23,3,2,6,6,2,3,1,4,2021-08-29 20:48:04,2021-08-29 20:49:11,1
14556,2ypRGHKkUKBA,5,,,1,61,13,2,1,11,6,2,3,1,2,2021-08-29 20:57:04,2021-08-29 20:58:16,1
14559,mlotM14Wy3d2,5,,,1,62,27,3,1,1,3,2,3,1,4,2021-08-29 20:57:29,2021-08-29 20:58:20,1
14631,sCPNo3oKlW9H,12,,,2,72,27,2,1,12,5,2,3,1,2,2021-08-29 21:02:46,2021-08-29 21:04:38,2
14815,j7riwsUnIWVV,3,,,1,48,13,1,2,11,2,2,3,1,1,2021-08-29 21:18:25,2021-08-29 21:19:16,1
15002,YSLnEDoEpGXj,12,,,2,72,26,2,1,11,6,2,3,1,1,2021-08-29 21:35:32,2021-08-29 21:36:41,1
15020,MA4yE4GBXmCr,12,,,2,76,11,3,1,14,2,2,3,1,4,2021-08-29 21:37:31,2021-08-29 21:38:30,1
15052,ErYRPzLEtZzY,6,,,1,70,9,2,1,11,2,2,3,1,4,2021-08-29 21:42:13,2021-08-29 21:43:18,1
15059,G8WKZGR7aSHM,12,,,2,73,28,3,1,15,5,2,3,1,5,2021-08-29 21:42:48,2021-08-29 21:43:45,1
15117,A4mRTlL0CrDq,2,,,1,35,8,2,1,1,6,2,3,1,1,2021-08-29 21:50:33,2021-08-29 21:51:26,1
15252,quQ30Cx8otwI,12,,,2,70,44,2,1,3,5,2,3,1,4,2021-08-29 22:07:01,2021-08-29 22:08:25,1
15414,d8aiYJsasNJD,10,,,2,53,28,1,2,11,2,2,3,1,1,2021-08-29 22:29:43,2021-08-29 22:31:25,2
15463,mVndIrihV8Wt,10,,,2,54,37,2,1,11,5,2,3,1,2,2021-08-29 22:39:42,2021-08-29 22:40:39,1
15537,1X6HC3SgBHu9,6,,,1,71,9,3,1,14,6,2,3,1,1,2021-08-29 22:51:21,2021-08-29 22:52:36,1
15544,gdF9eVfavXvp,5,,,1,60,46,2,2,5,4,2,3,1,4,2021-08-29 22:52:29,2021-08-29 22:54:48,2
15593,SUhFfSCa9jqi,7,,,2,28,46,1,2,4,6,2,3,1,1,2021-08-29 23:03:36,2021-08-29 23:04:27,1
15695,OqFDhjgajguk,6,,,1,73,15,2,1,14,2,2,3,1,4,2021-08-29 23:27:02,2021-08-29 23:27:59,1
15800,lUvtRTEZYVc4,6,,,1,78,13,2,2,7,1,2,3,1,4,2021-08-30 10:04:20,2021-08-30 10:07:27,3
15841,NG6BYUrmkGte,6,,,1,71,22,2,2,14,6,2,3,1,4,2021-08-30 10:07:40,2021-08-30 10:08:41,1
15873,TouyBNNGxAAp,6,,,1,71,11,2,1,14,6,2,3,1,4,2021-08-30 10:10:29,2021-08-30 10:11:49,1
15889,POwKjUYe1Zjk,6,,,1,76,13,2,1,14,2,2,3,1,5,2021-08-30 10:12:37,2021-08-30 10:14:12,2
15990,mY7NHcoQkIMW,7,,,2,29,34,1,2,2,6,2,3,1,5,2021-08-30 10:19:34,2021-08-30 10:20:12,1
16015,fdO2lD5ilUbH,12,,,2,78,22,3,1,14,2,2,3,1,1,2021-08-30 10:21:24,2021-08-30 10:22:25,1
16397,bBdRjDEm9n6t,6,,,1,79,34,2,1,14,2,2,3,1,4,2021-08-30 10:54:11,2021-08-30 10:55:34,1
16549,x27TsOZFF4CM,7,,,2,28,23,2,1,9,4,2,3,1,1,2021-08-30 11:08:33,2021-08-30 11:09:18,1
16638,2EtrmDDjg7fT,6,,,1,79,13,2,1,14,6,2,3,1,5,2021-08-30 11:14:57,2021-08-30 11:16:19,1
16897,rt2uxU7OQkfr,11,,,2,61,27,2,1,12,5,2,3,1,4,2021-08-30 11:33:41,2021-08-30 11:34:39,1
16924,L8r3MDSazkUQ,6,,,1,72,14,3,2,14,6,2,3,1,4,2021-08-30 11:35:13,2021-08-30 11:45:34,10
16956,9cL5W5s2yjeU,11,,,2,60,8,3,2,14,2,2,3,1,1,2021-08-30 11:37:53,2021-08-30 11:38:46,1
17109,I3hyBhzbsObD,11,,,2,62,12,2,1,12,6,2,3,1,4,2021-08-30 11:49:06,2021-08-30 11:49:58,1
17230,r5DLm6y09Eoa,6,,,1,74,16,2,1,14,6,2,3,1,5,2021-08-30 12:00:59,2021-08-30 12:02:05,1
17454,W1ly5aoXU4NZ,11,,,2,68,13,2,2,6,4,2,3,1,5,2021-08-30 12:21:11,2021-08-30 12:22:21,1
17681,tU8ra3WsbFFP,11,,,2,60,14,3,1,14,5,2,3,1,4,2021-08-30 12:35:38,2021-08-30 12:36:58,1
17733,VTZS9xICJ6sX,11,,,2,60,14,3,1,6,6,2,3,1,4,2021-08-30 12:38:52,2021-08-30 12:39:32,1
17967,g0q2lWVSKxHG,6,,,1,78,25,2,1,6,2,2,3,1,1,2021-08-30 12:52:43,2021-08-30 12:58:15,6
18027,jR4rNu56l7BZ,6,,,1,76,28,2,1,14,6,2,3,1,4,2021-08-30 12:57:17,2021-08-30 12:58:33,1
18218,ICmqptmNWnN9,6,,,1,72,18,3,1,14,4,2,3,1,5,2021-08-30 13:07:40,2021-08-30 13:08:52,1
18302,oLL8bqvmgaY0,11,,,2,60,2,1,2,4,6,2,3,1,4,2021-08-30 13:12:12,2021-08-30 13:18:09,6
18574,DUh1psXNHYUV,11,,,2,64,28,2,1,12,6,2,3,1,1,2021-08-30 13:25:34,2021-08-30 13:26:51,1
18595,zyk7cFbMRpXq,11,,,2,67,20,2,1,11,5,2,3,1,4,2021-08-30 13:26:32,2021-08-30 13:27:27,1
18708,FolD2Na3OD0a,7,,,2,29,26,1,2,11,2,2,3,1,1,2021-08-30 13:31:09,2021-08-30 13:31:55,1
18824,ePlrWRyQzAXb,2,,,1,31,40,1,2,1,6,2,3,1,1,2021-08-30 13:37:14,2021-08-30 13:38:00,1
18840,sKoHJpwXKGBL,7,,,2,25,11,1,2,1,6,2,3,1,1,2021-08-30 13:37:51,2021-08-30 13:39:47,2
18956,7w7tImjA9oQf,11,,,2,65,1,3,1,14,6,2,3,1,1,2021-08-30 13:44:03,2021-08-30 13:45:38,2
19302,4wemeKLwUT0M,11,,,2,63,12,2,1,12,6,2,3,1,4,2021-08-30 14:04:01,2021-08-30 14:04:46,1
20058,YZQPeRs0QRoR,11,,,2,61,11,3,1,11,2,2,3,1,1,2021-08-30 15:00:59,2021-08-30 15:02:22,1
20227,aKSrQJy9pPl1,11,,,2,62,1,2,1,11,2,2,3,1,4,2021-08-30 15:14:13,2021-08-30 15:15:38,1
20952,JpF9hZlAcFFr,11,,,2,60,23,2,1,12,6,2,3,1,2,2021-08-30 16:11:30,2021-08-30 16:12:22,1
20964,Jyeb6uL1Dra7,11,,,2,62,12,2,1,12,2,2,3,1,4,2021-08-30 16:12:15,2021-08-30 16:14:49,3
21103,roAji3EZz2m4,11,,,2,67,40,2,1,12,2,2,3,1,5,2021-08-30 16:21:25,2021-08-30 16:22:30,1
21152,7Do3y7Y60fom,7,,,2,24,13,1,2,1,6,2,3,1,4,2021-08-30 16:25:03,2021-08-30 16:31:42,7
21177,8eeyZaMD5g43,11,,,2,60,23,2,1,11,5,2,3,1,1,2021-08-30 16:27:03,2021-08-30 16:28:23,1
21472,OFUjOFbcNIe2,2,,,1,36,8,1,2,8,1,2,3,1,1,2021-08-30 16:52:15,2021-08-30 16:54:24,2
21761,j0Pd9j6H31cL,7,,,2,20,13,1,2,13,2,2,3,1,1,2021-08-30 17:19:55,2021-08-30 17:20:53,1
22052,ejPIqG9GaRgW,12,,,2,72,28,2,1,11,5,2,3,1,1,2021-08-30 17:51:31,2021-08-30 17:53:06,2
22472,GfcJfJk579oN,7,,,2,20,32,1,2,13,2,2,3,1,1,2021-08-30 18:49:57,2021-08-30 18:50:41,1
22832,LNomwVi1MXIq,2,,,1,37,4,2,1,1,4,2,3,1,1,2021-08-30 19:51:07,2021-08-30 19:51:45,1
