no,id,group,firstParti,sndParti,gender,age,residentArea,maritalStatus,children,occupation,education,covidInfecRecord,vaccRecord1stSurvey,vaccReservation,device,start_time,end_time,time
1090,Q0OuXt9a5mWO,14,,,1,34,14,1,2,11,2,2,3,2,1,2021-08-28 0:03:54,2021-08-28 0:04:43,1
1094,AmyVYPotspuH,13,,,1,23,26,1,2,1,6,2,3,2,1,2021-08-28 0:08:47,2021-08-28 0:09:24,1
1096,a7dkLv5svIFu,16,,,1,54,27,1,2,15,5,2,3,2,5,2021-08-28 0:13:30,2021-08-28 0:14:09,1
1098,bqdWCdkP57ur,7,,,2,28,46,1,2,14,2,2,3,1,1,2021-08-28 0:17:45,2021-08-28 0:18:36,1
1100,ezPWkdOiNInn,6,,,1,72,13,1,2,14,6,2,3,1,1,2021-08-28 0:20:00,2021-08-28 0:21:28,1
1101,aDpFWuJSCJ06,20,,,2,37,28,2,2,5,5,2,3,2,1,2021-08-28 0:20:18,2021-08-28 0:21:03,1
1105,vYamEJgUQJ9t,20,,,2,32,34,2,1,12,6,2,3,2,1,2021-08-28 0:23:56,2021-08-28 0:24:36,1
1106,2xjethWaUu34,22,,,2,59,13,3,1,9,5,2,3,2,1,2021-08-28 0:28:28,2021-08-28 0:29:38,1
1107,zCWf001U8AZu,13,,,1,25,14,1,2,1,5,2,3,2,1,2021-08-28 1:17:28,2021-08-28 1:18:50,1
1108,ZlSa7m2uaz5J,3,,,1,41,13,1,2,6,1,2,3,1,5,2021-08-28 0:30:07,2021-08-28 0:31:23,1
1110,I7haMaJMSMZ0,3,,,1,40,13,1,2,10,7,2,3,1,1,2021-08-28 0:31:39,2021-08-28 0:32:41,1
1113,zrhTOIobep3u,19,,,2,28,28,1,2,5,6,2,3,2,1,2021-08-28 0:33:40,2021-08-28 0:34:28,1
1116,49ulXhihB7nw,15,,,1,45,22,2,1,5,6,2,3,2,4,2021-08-28 0:42:14,2021-08-28 6:08:53,327
1118,rbPRyzaDciFW,13,,,1,26,11,1,2,1,6,2,3,2,1,2021-08-28 0:49:36,2021-08-28 0:50:23,1
1121,VoyscJ2R1W1K,9,,,2,40,21,2,1,15,5,2,3,1,1,2021-08-28 1:14:20,2021-08-28 1:14:54,1
1122,GkuWVsPAmva7,19,,,2,26,1,1,2,14,1,2,3,2,1,2021-08-28 1:15:07,2021-08-28 1:15:59,1
1124,gJezLNbhmQqv,13,,,1,25,14,1,2,1,6,2,3,2,1,2021-08-28 1:33:24,2021-08-28 1:34:00,1
1125,lwu3ucguV80D,2,,,1,33,15,2,1,1,6,2,3,1,1,2021-08-28 1:41:54,2021-08-28 1:42:35,1
1126,j9YfcVxREhaS,17,,,1,63,8,1,2,7,2,2,3,2,5,2021-08-28 1:44:58,2021-08-28 1:46:25,1
1127,YWaZgRCSVzHT,15,,,1,43,34,1,2,15,2,2,3,2,1,2021-08-28 1:52:08,2021-08-28 1:52:58,1
1129,JrxLijv5Y0pS,14,,,1,34,11,2,1,1,6,2,3,2,4,2021-08-28 2:00:45,2021-08-28 2:02:24,2
1130,wFZ1gIITTsol,13,,,1,29,27,1,2,11,2,2,3,2,1,2021-08-28 2:00:55,2021-08-28 2:01:49,1
1131,GuKhm4MuNHhv,14,,,1,35,40,1,2,14,7,2,3,2,1,2021-08-28 2:03:16,2021-08-28 2:03:59,1
1134,MsiC8Vwr1UvX,7,,,2,29,13,2,2,11,4,2,3,1,1,2021-08-28 2:15:43,2021-08-28 2:16:41,1
1135,EOuXI6UE5hVs,3,,,1,44,26,1,2,1,7,2,3,1,4,2021-08-28 2:28:20,2021-08-28 2:32:20,4
1143,DhP06yll0mkt,7,,,2,20,13,1,2,13,2,2,3,1,1,2021-08-28 3:06:09,2021-08-28 3:06:46,1
1148,EmCBeRmabn8T,3,,,1,47,10,3,2,1,2,2,3,1,1,2021-08-28 3:47:56,2021-08-28 3:48:45,1
1151,pELhOAmxz1gY,7,,,2,25,20,2,1,4,4,2,3,1,1,2021-08-28 3:53:03,2021-08-28 3:53:45,1
1152,tu5T5oASD3Jz,1,,,1,26,11,1,2,11,4,2,3,1,1,2021-08-28 4:05:53,2021-08-28 4:06:52,1
1157,QIrsVQPnMls6,24,,,2,70,13,1,2,15,2,2,3,2,1,2021-08-28 4:39:40,2021-08-28 7:01:13,142
1158,5Sq7UTsJ2zp4,21,,,2,41,29,1,2,15,6,2,3,2,1,2021-08-28 4:51:01,2021-08-28 4:51:56,1
1159,wikEwciz5Qet,13,,,1,29,23,2,1,1,2,2,3,2,1,2021-08-28 4:56:01,2021-08-28 4:56:44,1
1163,U7qHgZDa6Bix,15,,,1,48,13,1,2,14,2,2,3,2,5,2021-08-28 5:18:07,2021-08-28 5:19:18,1
1164,XfFr4BCFq9Eo,13,,,1,22,16,1,2,1,2,2,3,2,1,2021-08-28 5:19:18,2021-08-28 5:20:11,1
1168,HdyXiSbgtrI0,2,,,1,38,27,2,1,2,6,2,3,1,4,2021-08-28 5:52:11,2021-08-28 5:53:31,1
1169,HOewqI41nU9L,15,,,1,48,27,1,2,14,2,2,3,2,4,2021-08-28 5:54:56,2021-08-28 5:55:41,1
1170,WhJaGzFW1RdF,15,,,1,47,15,2,2,12,4,2,3,2,4,2021-08-28 5:56:33,2021-08-28 5:57:05,1
1173,8NQYkmGmPh6g,7,,,2,27,9,2,2,9,4,2,3,1,1,2021-08-28 6:05:53,2021-08-28 6:07:09,1
1174,p1zAP4vUPela,17,,,1,60,2,2,1,11,2,2,3,2,4,2021-08-28 6:09:32,2021-08-28 6:10:26,1
1177,TmVGCWudWhSQ,21,,,2,49,23,2,1,12,5,2,3,2,1,2021-08-28 6:17:01,2021-08-28 6:18:08,1
1181,b4UFCuqtw1h9,16,,,1,52,13,3,1,6,4,2,3,2,1,2021-08-28 6:26:39,2021-08-28 6:27:26,1
1183,Z92T0EzHZhIS,24,,,2,72,46,2,1,12,5,2,3,2,4,2021-08-28 6:27:33,2021-08-28 6:29:46,2
1190,jMOSjaPxkIik,4,,,1,54,2,2,1,4,6,2,3,1,5,2021-08-28 6:42:52,2021-08-28 6:43:45,1
1192,z2vYjObykPhP,22,,,2,56,14,2,1,11,2,2,3,2,1,2021-08-28 6:43:19,2021-08-28 6:44:24,1
1193,ZQITGER0liLe,19,,,2,27,9,2,1,11,4,2,3,2,1,2021-08-28 6:44:13,2021-08-28 6:45:33,1
1196,TsqbvqIxztiJ,8,,,2,36,8,2,1,12,6,2,3,1,1,2021-08-28 6:57:20,2021-08-28 6:58:25,1
1208,Uo8VLxyhzvpq,10,,,2,53,12,2,1,12,2,2,3,1,1,2021-08-28 7:16:33,2021-08-28 7:18:48,2
1218,UoVXnURwSowp,3,,,1,48,34,1,2,1,4,2,3,1,4,2021-08-28 7:41:26,2021-08-28 7:42:22,1
1219,r8GiVtCd0wwo,3,,,1,42,14,2,1,1,7,2,3,1,1,2021-08-28 7:45:05,2021-08-28 7:45:47,1
1221,opNvHgvTbrqw,10,,,2,52,13,2,1,11,5,2,3,1,4,2021-08-28 7:46:04,2021-08-28 7:46:58,1
1229,hj29opNpkwwY,21,,,2,45,3,3,2,5,2,2,3,2,4,2021-08-28 7:55:44,2021-08-28 7:56:22,1
1241,s2zPe7imCojp,10,,,2,52,1,2,1,12,6,2,3,1,1,2021-08-28 8:22:03,2021-08-28 8:23:02,1
1243,8aQH6oS6geIb,2,,,1,39,23,1,2,14,6,2,3,1,4,2021-08-28 8:23:19,2021-08-28 8:24:35,1
1247,NZKVNoKTSWP6,19,,,2,28,11,2,1,12,5,2,3,2,1,2021-08-28 8:38:38,2021-08-28 8:39:11,1
1249,ftxVO6oDVkEf,22,,,2,55,13,2,2,12,6,2,3,2,2,2021-08-28 8:41:53,2021-08-28 8:42:40,1
1250,dBK4tNIhyb2U,8,,,2,35,13,1,2,14,2,2,3,1,1,2021-08-28 8:43:47,2021-08-28 8:44:26,1
1254,MtC7BkR2fNdS,3,,,1,48,11,2,1,2,4,2,3,1,5,2021-08-28 8:53:09,2021-08-28 8:53:39,1
1266,FJ8SS5vTBTKt,16,,,1,58,28,2,2,4,6,2,3,2,4,2021-08-28 9:17:29,2021-08-28 9:21:10,4
1267,WoNN8bKS13sY,19,,,2,24,22,2,1,12,2,2,3,2,1,2021-08-28 9:18:33,2021-08-28 9:19:29,1
1269,36YFrc7n3tJx,17,,,1,61,12,1,2,14,4,2,3,2,4,2021-08-28 9:22:21,2021-08-28 9:23:40,1
1270,fv9wQdoEvVkU,23,,,2,61,13,2,2,12,7,2,3,2,5,2021-08-28 9:25:04,2021-08-28 9:25:48,1
1272,GF6XM27plvhP,13,,,1,26,22,1,2,1,6,2,3,2,1,2021-08-28 9:26:11,2021-08-28 9:26:58,1
1274,3I7jfXP8WA9a,19,,,2,26,1,2,1,12,2,2,3,2,1,2021-08-28 9:27:49,2021-08-28 9:28:31,1
1282,62XIHMEMunaa,22,,,2,57,36,2,1,11,2,2,3,2,1,2021-08-28 9:37:56,2021-08-28 9:38:49,1
1286,C5DLIbV958LL,14,,,1,38,40,1,2,1,7,2,3,2,1,2021-08-28 9:45:50,2021-08-28 9:46:37,1
1289,q4kvuA1v5yjR,14,,,1,37,40,1,2,14,1,2,3,2,5,2021-08-28 9:52:43,2021-08-28 9:53:19,1
1296,lDfM71XqFDyg,16,,,1,55,28,2,1,12,6,2,3,2,1,2021-08-28 10:20:58,2021-08-28 10:21:58,1
1298,7mbqmdzISBFH,16,,,1,52,2,2,2,2,4,2,3,2,1,2021-08-28 10:22:45,2021-08-28 10:23:30,1
1307,SmRDh0Ddkf4J,13,,,1,29,37,1,2,4,6,2,3,2,4,2021-08-28 10:30:21,2021-08-28 10:30:44,0
1308,NgtmNFGIsuCO,3,,,1,47,11,2,1,4,1,2,3,1,1,2021-08-28 10:30:57,2021-08-28 10:32:09,1
1312,CTJKDiJblSnU,16,,,1,51,1,3,2,6,4,2,3,2,5,2021-08-28 10:41:26,2021-08-28 10:42:11,1
1315,zcMfEszlj3RP,13,,,1,23,32,2,1,1,2,2,3,2,1,2021-08-28 10:45:42,2021-08-28 10:46:42,1
1317,20Z8YFjODUlG,19,,,2,25,12,1,2,1,6,2,3,2,4,2021-08-28 10:48:33,2021-08-28 10:56:49,8
1319,ytYbnk3lmRxR,23,,,2,63,45,2,2,1,5,2,3,2,4,2021-08-28 10:49:21,2021-08-28 10:50:16,1
1321,i8JouYEMwli0,7,,,2,20,13,1,2,13,6,2,3,1,4,2021-08-28 10:51:00,2021-08-28 10:54:38,4
1323,5YKK6vjjBzow,9,,,2,48,44,2,2,12,5,2,3,1,1,2021-08-28 10:55:57,2021-08-28 11:00:01,4
1325,eCobB3ThV9ms,24,,,2,72,27,3,1,11,5,2,3,2,2,2021-08-28 11:03:56,2021-08-28 11:05:21,1
1326,RSutdNCv4pWO,7,,,2,29,7,2,1,4,6,2,3,1,4,2021-08-28 11:13:23,2021-08-28 11:14:15,1
1331,QCFLrYgxvg5V,14,,,1,39,1,1,2,14,2,2,3,2,1,2021-08-28 11:22:30,2021-08-28 11:24:26,2
1335,f7QWCe1mQ5Ba,15,,,1,44,11,1,2,14,4,2,3,2,1,2021-08-28 11:30:37,2021-08-28 11:32:10,2
1347,xNNNKfUS6xCA,23,,,2,62,14,2,1,12,4,2,3,2,1,2021-08-28 12:35:04,2021-08-28 12:36:13,1
1349,MUYCobliuS70,24,,,2,79,14,2,1,12,2,2,3,2,1,2021-08-28 12:38:02,2021-08-28 12:39:31,1
1354,HsH1eTd76xCk,19,,,2,28,20,1,2,5,5,2,3,2,1,2021-08-28 12:51:41,2021-08-28 12:53:36,2
1357,hqOYde7t1HeQ,16,,,1,57,27,1,2,11,2,2,3,2,5,2021-08-28 13:05:26,2021-08-28 13:06:09,1
1359,rMaexpVzfl4x,13,,,1,29,23,1,2,1,6,2,3,2,5,2021-08-28 13:18:00,2021-08-28 13:18:28,0
1367,PIHF0gqauWAS,7,,,2,28,28,2,1,12,2,2,3,1,1,2021-08-28 13:53:20,2021-08-28 13:54:07,1
1369,b8ibYYLkNqi6,15,,,1,48,13,1,2,1,6,2,3,2,3,2021-08-28 14:12:59,2021-08-28 14:14:13,1
1375,EBafrVxclxPu,23,,,2,63,38,2,2,12,6,2,3,2,4,2021-08-28 14:22:38,2021-08-28 14:23:41,1
1387,5njZGXwyCinL,1,,,1,28,14,1,2,1,6,2,3,1,1,2021-08-28 14:26:41,2021-08-28 14:27:43,1
1389,IDTbNTAnwgGq,23,,,2,67,11,2,1,12,5,2,3,2,5,2021-08-28 14:26:53,2021-08-28 14:29:19,2
1401,z023MLR8zWq1,22,,,2,54,27,2,1,11,4,2,3,2,2,2021-08-28 14:29:06,2021-08-28 14:29:56,1
1403,QGW38HOrY9Oc,18,,,1,76,11,2,1,14,2,2,3,2,4,2021-08-28 14:29:44,2021-08-28 14:31:17,2
1438,RUa6UBvw682c,8,,,2,32,13,1,2,3,6,2,3,1,1,2021-08-28 14:39:30,2021-08-28 14:40:11,1
1445,gtCmW5mYbDMA,23,,,2,69,34,2,1,12,2,2,3,2,2,2021-08-28 14:40:50,2021-08-28 14:44:08,3
1456,YuJd5In0Uu84,24,,,2,72,13,1,2,1,5,2,3,2,4,2021-08-28 14:44:02,2021-08-28 14:45:23,1
1457,I3QhDO8AMudE,10,,,2,54,44,2,1,12,5,2,3,1,1,2021-08-28 14:44:05,2021-08-28 14:45:13,1
1465,W9Fk7KAVTqi0,23,,,2,67,20,2,1,12,4,2,3,2,5,2021-08-28 14:45:57,2021-08-28 14:46:47,1
1470,toCAqU3wKN1p,11,,,2,63,8,2,2,12,2,2,3,1,1,2021-08-28 14:47:08,2021-08-28 14:48:43,2
1471,TMfrPP99MvSn,9,,,2,43,27,2,2,12,2,2,3,1,4,2021-08-28 14:47:14,2021-08-28 14:48:09,1
1476,PThwtf8EpxTl,22,,,2,54,36,2,2,12,6,2,3,2,4,2021-08-28 14:48:24,2021-08-28 14:49:24,1
1479,4WPNBiEwTuFi,22,,,2,59,29,1,2,5,5,2,3,2,4,2021-08-28 14:48:33,2021-08-28 16:19:14,91
1491,Uuiq8XWoTtbi,18,,,1,70,21,2,1,14,6,2,3,2,1,2021-08-28 14:51:16,2021-08-28 14:53:01,2
1493,d7HTarQHnTy6,24,,,2,75,28,1,2,15,6,2,3,2,4,2021-08-28 14:51:38,2021-08-28 14:52:56,1
1495,FmcPKi7QpXMz,11,,,2,62,11,2,1,11,2,2,3,1,5,2021-08-28 14:51:55,2021-08-28 14:52:34,1
1502,6R5MokIUZxNr,1,,,1,26,12,1,2,6,2,2,3,1,5,2021-08-28 14:53:26,2021-08-28 14:53:56,1
1510,iy8U09A6LOGu,10,,,2,57,27,2,1,12,6,2,3,1,4,2021-08-28 14:56:56,2021-08-28 14:58:47,2
1512,CbuTitpSUkZY,5,,,1,60,26,1,2,6,5,2,3,1,5,2021-08-28 14:57:18,2021-08-28 14:58:04,1
1516,9a9uITrJ1gNI,9,,,2,43,1,3,1,1,4,2,3,1,5,2021-08-28 14:58:23,2021-08-28 14:59:10,1
1523,eVPB0ZD58ZKB,23,,,2,62,22,2,2,12,2,2,3,2,4,2021-08-28 14:59:43,2021-08-28 15:00:35,1
1525,U4CJ1Tggajnd,11,,,2,62,44,2,2,12,4,2,3,1,4,2021-08-28 15:00:37,2021-08-28 15:05:05,4
1532,7GobHggaYVIk,11,,,2,61,4,2,1,12,5,2,3,1,5,2021-08-28 15:04:14,2021-08-28 15:04:55,1
1537,3aCRWWakA9fX,22,,,2,54,14,2,1,12,2,2,3,2,4,2021-08-28 15:06:35,2021-08-28 15:07:14,1
1539,wUnYrLVKW5hz,16,,,1,50,9,1,2,8,2,2,3,2,5,2021-08-28 15:07:56,2021-08-28 15:09:31,2
1544,lavWbMh9tfRC,17,,,1,62,11,1,2,5,3,2,3,2,4,2021-08-28 15:08:54,2021-08-28 15:09:45,1
1548,9nKdGg0YKfFT,21,,,2,45,14,2,1,2,6,2,3,2,5,2021-08-28 15:09:43,2021-08-28 15:10:55,1
1551,YvgUao5mFrQb,16,,,1,58,26,2,1,9,7,2,3,2,1,2021-08-28 15:10:34,2021-08-28 15:11:48,1
1554,9ywtqejAorYI,4,,,1,57,28,2,1,4,6,2,3,1,4,2021-08-28 15:11:56,2021-08-28 15:12:43,1
1558,BmwScT4Dt3oS,23,,,2,60,12,2,1,12,6,2,3,2,1,2021-08-28 15:12:20,2021-08-28 15:13:05,1
1564,aTIe06uWhcVv,22,,,2,50,28,2,1,12,5,2,3,2,4,2021-08-28 15:15:16,2021-08-28 15:15:53,1
1566,XZmFTJWKen4P,8,,,2,30,13,2,2,12,6,2,3,1,4,2021-08-28 15:16:52,2021-08-28 15:17:48,1
1569,Clw8NoDdtDSe,18,,,1,70,19,1,2,6,6,2,3,2,1,2021-08-28 15:17:30,2021-08-28 15:19:22,2
1572,Fm5nB8m8YYHH,1,,,1,28,13,1,2,1,6,2,3,1,4,2021-08-28 15:18:08,2021-08-28 15:18:39,1
1574,BOgkXVBZNiox,19,,,2,24,13,1,2,1,6,2,3,2,1,2021-08-28 15:18:53,2021-08-28 15:19:37,1
1575,OJTuBqTBoVJQ,8,,,2,37,33,2,1,11,1,2,3,1,1,2021-08-28 15:19:07,2021-08-28 15:19:39,1
1581,cfYBj9wqmC57,23,,,2,64,14,1,2,5,2,2,3,2,4,2021-08-28 15:22:13,2021-08-28 15:22:49,1
1596,9VoSjDgPDA9M,19,,,2,28,23,1,2,1,6,2,3,2,1,2021-08-28 15:26:44,2021-08-28 15:27:21,1
1603,O8rfYgX2WFHR,4,,,1,59,24,2,1,1,5,2,3,1,1,2021-08-28 15:28:42,2021-08-28 15:29:42,1
1606,vO09m5waCsd1,10,,,2,53,13,1,2,5,4,2,3,1,4,2021-08-28 15:29:31,2021-08-28 15:30:29,1
1608,6S0codGEuLIM,5,,,1,62,43,2,1,14,3,2,3,1,4,2021-08-28 15:30:35,2021-08-28 15:31:21,1
1614,UN8ggIJ6wXMr,8,,,2,35,13,1,2,11,6,2,3,1,1,2021-08-28 15:33:14,2021-08-28 15:33:59,1
1615,vyTOVJ927igK,23,,,2,62,27,1,2,11,2,2,3,2,4,2021-08-28 15:33:20,2021-08-28 15:34:20,1
1618,b9D69g6SmPrc,23,,,2,69,12,3,1,14,6,2,3,2,4,2021-08-28 15:33:33,2021-08-28 15:34:27,1
1634,B7J4tXMk4p0T,2,,,1,31,11,1,2,1,2,2,3,1,5,2021-08-28 15:35:56,2021-08-28 15:36:36,1
1638,C2hluJGikVeQ,16,,,1,58,10,3,2,15,6,2,3,2,5,2021-08-28 15:36:07,2021-08-28 15:36:50,1
1646,xPtIE1I6UTbM,8,,,2,38,32,3,1,5,1,2,3,1,1,2021-08-28 15:38:31,2021-08-28 15:39:17,1
1650,5cLcNlyqC1uW,1,,,1,21,13,1,2,1,3,2,3,1,1,2021-08-28 15:38:56,2021-08-28 15:39:44,1
1655,W9O04Y3vXRXk,23,,,2,67,11,2,1,12,2,2,3,2,5,2021-08-28 15:39:16,2021-08-28 15:39:48,1
1662,Cv996tXV4QqO,23,,,2,60,14,2,2,11,6,2,3,2,4,2021-08-28 15:40:23,2021-08-28 15:41:07,1
1664,8vPcww1oMPfw,17,,,1,62,14,1,2,11,6,2,3,2,4,2021-08-28 15:40:52,2021-08-28 15:41:55,1
1684,MvHRWp8SXgnD,19,,,2,25,13,1,2,5,2,2,3,2,6,2021-08-28 15:43:21,2021-08-28 15:44:53,2
1691,dw9cDOf8mFFA,17,,,1,62,14,2,1,5,6,2,3,2,4,2021-08-28 15:45:17,2021-08-28 15:45:54,1
1695,KPgz4L7y4nGJ,4,,,1,53,14,1,2,5,2,2,3,1,4,2021-08-28 15:46:14,2021-08-28 15:49:35,3
1699,KcGjjZAwPMbk,17,,,1,62,47,2,1,7,6,2,3,2,2,2021-08-28 15:46:46,2021-08-28 15:47:35,1
1716,vQCYDo93Efs4,10,,,2,50,40,2,1,12,5,2,3,1,1,2021-08-28 15:49:14,2021-08-28 15:50:06,1
1722,kaAH8Zii7oWr,6,,,1,71,12,2,1,14,2,2,3,1,5,2021-08-28 15:50:12,2021-08-28 15:50:59,1
1731,8HtzxVj4yRtY,23,,,2,69,12,2,1,12,2,2,3,2,4,2021-08-28 15:51:55,2021-08-28 15:52:32,1
1741,Y99kImzqwIuq,23,,,2,60,45,2,1,12,2,2,3,2,4,2021-08-28 15:53:56,2021-08-28 15:54:39,1
1748,HrQgs1bBweFl,21,,,2,49,13,1,2,10,7,2,3,2,4,2021-08-28 15:54:44,2021-08-28 15:56:39,2
1756,Wn2zhhyBwa8k,3,,,1,47,28,2,1,2,6,2,3,1,1,2021-08-28 15:56:30,2021-08-28 15:57:06,1
1762,sA9aeOrsVpZA,9,,,2,41,28,1,2,14,5,2,3,1,4,2021-08-28 15:57:21,2021-08-28 15:58:12,1
1768,i2PhAMlv1q28,16,,,1,50,35,2,1,1,6,2,3,2,1,2021-08-28 15:58:43,2021-08-28 15:59:36,1
1772,FC14O9sKDVnq,23,,,2,60,26,1,2,14,6,2,3,2,4,2021-08-28 15:59:21,2021-08-28 16:00:38,1
1777,nud5ITGghofB,1,,,1,24,33,1,2,14,2,2,3,1,2,2021-08-28 16:00:19,2021-08-28 16:01:31,1
1781,BEdny1Th9cre,8,,,2,31,14,2,1,12,6,2,3,1,1,2021-08-28 16:00:39,2021-08-28 16:01:17,1
1784,w4ifAllSLPxC,23,,,2,68,38,2,1,12,5,2,3,2,4,2021-08-28 16:01:01,2021-08-28 16:02:11,1
1785,c13GlrN5P71D,24,,,2,78,27,3,1,14,2,2,3,2,4,2021-08-28 16:01:12,2021-08-28 16:02:52,2
1816,49o5jArIhaZj,8,,,2,38,6,1,2,5,6,2,3,1,1,2021-08-28 16:05:07,2021-08-28 16:05:43,1
1823,Eo7LG7FIxe3p,23,,,2,64,1,1,2,14,4,2,3,2,5,2021-08-28 16:06:26,2021-08-28 16:07:03,1
1826,b7oj6PrqrvYk,1,,,1,29,12,1,2,14,2,2,3,1,4,2021-08-28 16:06:42,2021-08-28 16:09:44,3
1830,UN5NYUqm0xDp,18,,,1,73,14,2,1,14,2,2,3,2,4,2021-08-28 16:07:08,2021-08-28 16:08:24,1
1834,hVyBWyQasn4i,7,,,2,24,11,1,2,1,4,2,3,1,1,2021-08-28 16:07:58,2021-08-28 16:09:25,1
1846,3YlgJMeSJ3vQ,24,,,2,71,22,3,1,14,2,2,3,2,5,2021-08-28 16:10:06,2021-08-28 16:10:58,1
1852,J3jNCjcMAYWi,18,,,1,70,12,1,2,14,2,2,3,2,4,2021-08-28 16:10:23,2021-08-28 16:13:53,4
1858,yDNF89ST2OYg,1,,,1,29,13,1,2,15,6,2,3,1,1,2021-08-28 16:11:25,2021-08-28 16:12:19,1
1861,tSk4SAaqudZr,16,,,1,58,23,1,2,2,6,2,3,2,1,2021-08-28 16:11:33,2021-08-28 16:12:13,1
1862,HeJWsvNAW70M,17,,,1,62,26,3,2,11,4,2,3,2,4,2021-08-28 16:11:40,2021-08-28 16:15:48,4
1870,MQOdF6BiLAsv,17,,,1,66,20,1,2,14,1,2,3,2,6,2021-08-28 16:12:32,2021-08-28 16:13:14,1
1875,2iuzJI3aYvz0,5,,,1,63,12,2,2,14,4,2,3,1,1,2021-08-28 16:13:13,2021-08-28 16:14:08,1
1876,P4XzzvQlUfR3,10,,,2,50,14,2,2,12,6,2,3,1,4,2021-08-28 16:13:40,2021-08-28 16:14:38,1
1883,VOFmng55XXvj,24,,,2,70,11,2,1,12,2,2,3,2,4,2021-08-28 16:14:55,2021-08-28 16:15:42,1
1905,9HdOPXs5zzKT,19,,,2,26,23,1,2,11,6,2,3,2,5,2021-08-28 16:17:50,2021-08-28 16:18:16,0
1911,q9wGuC35jzo0,24,,,2,74,22,2,1,12,1,2,3,2,1,2021-08-28 16:19:11,2021-08-28 16:20:16,1
1922,WsjACkFBs74D,17,,,1,65,47,2,1,7,6,2,3,2,4,2021-08-28 16:20:34,2021-08-28 16:22:22,2
1923,FdEaRxRnUS3F,21,,,2,44,15,1,1,11,2,2,3,2,1,2021-08-28 16:20:38,2021-08-28 16:21:12,1
1924,KhYYWYORaerg,17,,,1,69,22,1,2,14,4,2,3,2,4,2021-08-28 16:20:40,2021-08-28 16:21:44,1
1938,sjo2F114fa1Z,8,,,2,33,12,2,2,11,4,2,3,1,4,2021-08-28 16:23:16,2021-08-28 16:24:21,1
1949,ZrgJd3V8mEDq,22,,,2,51,25,2,1,11,2,2,3,2,1,2021-08-28 16:25:15,2021-08-28 16:26:18,1
1961,NlLrDWcvaG3C,17,,,1,64,17,2,1,11,1,2,3,2,4,2021-08-28 16:27:52,2021-08-28 16:28:37,1
1965,zoUj5bu9NGr8,21,,,2,44,11,2,1,1,2,2,3,2,1,2021-08-28 16:28:45,2021-08-28 16:29:48,1
1968,tJOVrQHjQ7fS,4,,,1,56,2,2,1,1,2,2,3,1,1,2021-08-28 16:29:03,2021-08-28 16:30:35,2
1969,IICKSlqlMjJt,1,,,1,27,14,1,2,1,6,2,3,1,1,2021-08-28 16:29:29,2021-08-28 16:30:31,1
1981,aTi4FVYOMCmk,2,,,1,31,13,1,2,1,2,2,3,1,1,2021-08-28 16:31:19,2021-08-28 16:31:47,0
1993,eVFUzCd97yl2,8,,,2,33,25,2,1,12,6,2,3,1,2,2021-08-28 16:32:55,2021-08-28 16:34:16,1
2005,5XxU8mPcnEr3,23,,,2,61,11,2,1,12,2,2,3,2,1,2021-08-28 16:35:18,2021-08-28 16:36:38,1
2009,L0756goSzneq,24,,,2,74,8,2,1,12,2,2,3,2,5,2021-08-28 16:35:25,2021-08-28 16:37:34,2
2011,LlBwrOrp5IGT,24,,,2,73,27,2,1,12,2,2,3,2,5,2021-08-28 16:35:28,2021-08-28 16:36:23,1
2018,YNR32GrnRJkY,1,,,1,28,15,1,2,1,4,2,3,1,1,2021-08-28 16:36:33,2021-08-28 16:37:08,1
2019,dgokudyRim5n,8,,,2,30,35,2,1,1,2,2,3,1,1,2021-08-28 16:36:35,2021-08-28 16:37:08,1
2029,99urHNC5ZXQC,17,,,1,60,40,2,1,1,6,2,3,2,5,2021-08-28 16:38:23,2021-08-28 16:39:03,1
2036,NotQ7xzkfxI5,17,,,1,65,26,2,1,6,2,2,3,2,5,2021-08-28 16:40:15,2021-08-28 16:41:18,1
2041,JyU2Si4obycZ,23,,,2,62,14,2,1,14,6,2,3,2,1,2021-08-28 16:40:57,2021-08-28 16:41:55,1
2045,3hg53D5L4SQH,16,,,1,56,7,1,2,11,2,2,3,2,5,2021-08-28 16:41:27,2021-08-28 16:42:04,1
2046,WXWKI2kQifW0,23,,,2,64,14,2,1,12,6,2,3,2,4,2021-08-28 16:41:30,2021-08-28 16:42:57,1
2054,FqDl35OO0BiL,18,,,1,72,40,2,1,1,6,2,3,2,5,2021-08-28 16:42:00,2021-08-28 16:42:52,1
2059,G6NluFY8O4l0,9,,,2,41,23,2,1,11,6,2,3,1,1,2021-08-28 16:42:46,2021-08-28 16:44:11,1
2063,Fzl4YmYy7SAa,10,,,2,56,27,3,1,11,6,2,3,1,1,2021-08-28 16:43:24,2021-08-28 16:44:27,1
2066,HZya8mSXrk7B,22,,,2,50,11,2,1,12,5,2,3,2,1,2021-08-28 16:44:09,2021-08-28 16:44:53,1
2068,LhzOE6lf6IQ7,11,,,2,60,13,1,2,14,6,2,3,1,4,2021-08-28 16:44:40,2021-08-28 16:45:13,1
2069,3Uu1sBx4xto5,23,,,2,67,4,1,2,14,2,2,3,2,4,2021-08-28 16:44:52,2021-08-28 16:47:13,2
2072,DS1Xy4PM5yvs,19,,,2,21,11,1,2,13,6,2,3,2,1,2021-08-28 16:45:06,2021-08-28 16:45:38,1
